date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:29	155976/155976	---M--	200	added ('OK')	image/jpeg	etag:CJG+nPfq6Y4DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1754058986865-J1SQQXY6046BPCI6ZYL0/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1754058986865-J1SQQXY6046BPCI6ZYL0/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:30	274273/274273	---M--	200	added ('OK')	image/jpeg	etag:CM67qNHH4Y4DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1753774634121-IB7R2YONCCRAXHYZBJYU/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1753774634121-IB7R2YONCCRAXHYZBJYU/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:32	78446/78446	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ec73865adc79b1a03339058952c3c120%22	https://www.macydyet.com/portfolio/%22https://www.instagram.com/reel/DMo19U7TG1b/embed/%22></iframe>%22	C:/My%20Web%20Sites/macy/www.macydyet.com/portfolio/_https_/www.instagram.com/reel/DMo19U7TG1b/embed/___/iframe__.a8.delayed	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:33	78446/78446	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ec73865adc79b1a03339058952c3c120%22	https://www.macydyet.com/portfolio/%22https://www.instagram.com/reel/DMPotYCTi0v/embed/%22></iframe>%22	C:/My%20Web%20Sites/macy/www.macydyet.com/portfolio/_https_/www.instagram.com/reel/DMPotYCTi0v/embed/___/iframe__.a9.delayed	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:34	124007/124007	---M--	200	added ('OK')	image/jpeg	etag:CLv7k63wq44DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1751930138219-MQJZ2YVKQTPETQRM1RGX/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1751930138219-MQJZ2YVKQTPETQRM1RGX/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:35	272919/272919	---M--	200	added ('OK')	image/jpeg	etag:CMSomevF+Y0DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1750200738912-6BYZ8DEUPND4EJBTDBU8/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1750200738912-6BYZ8DEUPND4EJBTDBU8/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:36	78446/78446	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ec73865adc79b1a03339058952c3c120%22	https://www.macydyet.com/portfolio/%22https://www.instagram.com/reel/DKoOf4jTFzF/embed/%22></iframe>%22	C:/My%20Web%20Sites/macy/www.macydyet.com/portfolio/_https_/www.instagram.com/reel/DKoOf4jTFzF/embed/___/iframe__.ac.delayed	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:37	476261/476261	---M--	200	added ('OK')	image/jpeg	etag:CNKwl7C/zY0DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1748687175882-PTOQ9DMVVAB6C19NM14R/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1748687175882-PTOQ9DMVVAB6C19NM14R/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:37	167815/167815	---M--	200	added ('OK')	image/jpeg	etag:CJ2r4ebuto0DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1747909633143-DYRXDSR48KA80OLMM0IU/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1747909633143-DYRXDSR48KA80OLMM0IU/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:38	78446/78446	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ec73865adc79b1a03339058952c3c120%22	https://www.macydyet.com/portfolio/%22https://www.instagram.com/reel/DJ5VFEKz7av/embed/%22></iframe>%22	C:/My%20Web%20Sites/macy/www.macydyet.com/portfolio/_https_/www.instagram.com/reel/DJ5VFEKz7av/embed/___/iframe__.af.delayed	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:39	259907/259907	---M--	200	added ('OK')	image/jpeg	etag:CLjOuM62n40DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1747104275409-MAH425J43EF7RBAP2WFC/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1747104275409-MAH425J43EF7RBAP2WFC/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:39	125074/125074	---M--	200	added ('OK')	image/jpeg	etag:CKPR7uuZk40DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1746684235832-PMIIC8FLYPYVDFHB9HQN/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1746684235832-PMIIC8FLYPYVDFHB9HQN/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:40	168812/168812	---M--	200	added ('OK')	image/jpeg	etag:CM3Ep4G8gY0DEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1746074932518-WUL00TXBGWWAVHYHNECA/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1746074932518-WUL00TXBGWWAVHYHNECA/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:40	132214/132214	---M--	200	added ('OK')	image/jpeg	etag:CMX13f7n/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983658908-2PHXK4S97KHNL3ZRTS8K/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983658908-2PHXK4S97KHNL3ZRTS8K/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:41	107603/107603	---M--	200	added ('OK')	image/jpeg	etag:COiHjf/n/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983659564-U8ICW840V6YFMEHHD6G1/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983659564-U8ICW840V6YFMEHHD6G1/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:41	265060/265060	---M--	200	added ('OK')	image/jpeg	etag:COOvtf/n/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983660279-POOXAF0KD7XOT1IWP1I7/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983660279-POOXAF0KD7XOT1IWP1I7/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:41	181763/181763	---M--	200	added ('OK')	image/jpeg	etag:CMn9gYDo/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983660984-URYDSEOEHZF5BH61IOS0/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983660984-URYDSEOEHZF5BH61IOS0/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:42	208890/208890	---M--	200	added ('OK')	image/jpeg	etag:CJmfiIDo/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983661661-24CWLVUVK8MA3CIYDXII/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983661661-24CWLVUVK8MA3CIYDXII/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:42	156998/156998	---M--	200	added ('OK')	image/jpeg	etag:CPaatoDo/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983662327-YN1BV36M8WFFXDUBCUEM/image-asset.jpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1745983662327-YN1BV36M8WFFXDUBCUEM/image-asset.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:44	2476457/2476457	---M--	200	added ('OK')	image/jpeg	etag:CM7p7dnh/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/f31b8519-c776-48b7-af3a-3a321112e1f7/Gondor.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/f31b8519-c776-48b7-af3a-3a321112e1f7/Gondor.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:44	2317620/2317620	---M--	200	added ('OK')	image/jpeg	etag:CIHjqvPh/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/d9d18ea9-55fc-448e-a699-475c953cddda/Mordor.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/d9d18ea9-55fc-448e-a699-475c953cddda/Mordor.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:45	1784318/1784318	---M--	200	added ('OK')	image/jpeg	etag:CILHzoLi/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/fb9e61fb-4c2c-4771-9c1b-e1b6e7c3f792/YN_Night.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/fb9e61fb-4c2c-4771-9c1b-e1b6e7c3f792/YN_Night.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:46	1828439/1828439	---M--	200	added ('OK')	image/jpeg	etag:CO/9rpbi/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/40d72876-ff4c-4ad7-8ee1-70a0c881601d/YN_crater.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/40d72876-ff4c-4ad7-8ee1-70a0c881601d/YN_crater.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:46	1976179/1976179	---M--	200	added ('OK')	image/jpeg	etag:CPb3sLDi/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/8d0dde09-bf84-4dbc-bb57-94e1a13f9c29/Demon+Slayer.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/8d0dde09-bf84-4dbc-bb57-94e1a13f9c29/Demon+Slayer.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:47	1892046/1892046	---M--	200	added ('OK')	image/jpeg	etag:CPeZ5+Ph/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/205372c9-903b-4943-a33f-9743b60e02e0/Angel+Beats.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/205372c9-903b-4943-a33f-9743b60e02e0/Angel+Beats.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:47	2086818/2086818	---M--	200	added ('OK')	image/jpeg	etag:CNWloLni/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/20f2729c-e2bd-4cb0-949c-63552f354388/Pink+Jinx.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/20f2729c-e2bd-4cb0-949c-63552f354388/Pink+Jinx.jpg	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:49	0/0	---M--	301	error ('Moved%20Permanently')	image/gif	date:Tue,%2009%20Dec%202025%2002:28:48%20GMT	http://static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/65cec5aaa6b7342ed61ab033/1708398093534/illustration-carousel.gif?format=1500w	C:/My%20Web%20Sites/macy/static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/65cec5aaa6b7342ed61ab033/1708398093534/illustration-carousel.c126f7.delayed	(from https://www.macydyet.com/portfolio/illustration)
15:28:50	1546935/1546935	---M--	200	added ('OK')	image/gif	etag:CLbat+L2uIQDEAE=	https://images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/1708398071361-ZE918SAW841YAKS1WLCD/illustration-carousel.gif?content-type=image%2Fgif	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/1708398071361-ZE918SAW841YAKS1WLCD/illustration-carousel6ab8.gif	(from https://www.macydyet.com/portfolio/illustration)
15:28:53	9744944/9744944	---M--	200	added ('OK')	image/png	etag:CPn30fzj/owDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/76574300-2b3d-4da3-ab7a-11f0fe55a76a/Overload2025.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/76574300-2b3d-4da3-ab7a-11f0fe55a76a/Overload2025.png	(from https://www.macydyet.com/portfolio/artist-alley)
15:28:53	3209780/3209780	---M--	200	added ('OK')	image/png	etag:CIeRzuH4roQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/5b6f3e68-ff2b-4329-9342-499064290f42/for+dad+copy.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/5b6f3e68-ff2b-4329-9342-499064290f42/for+dad+copy.png	(from https://www.macydyet.com/portfolio/illustration)
15:28:53	904172/904172	---M--	200	added ('OK')	image/jpeg	etag:CO22gcjyuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/848d10c6-44bd-483a-9210-2bda4802cac8/Untitled_Artwork.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/848d10c6-44bd-483a-9210-2bda4802cac8/Untitled_Artwork.jpg	(from https://www.macydyet.com/portfolio/illustration)
15:28:54	7006592/7006592	---M--	200	added ('OK')	image/png	etag:CPGHgOLWsYUDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/8c068635-c80b-4c5e-842d-5c886343c2e1/IMG_6949.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/8c068635-c80b-4c5e-842d-5c886343c2e1/IMG_6949.png	(from https://www.macydyet.com/portfolio/illustration)
15:28:55	2912448/2912448	---M--	200	added ('OK')	image/png	etag:CJT9ufb1uIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/c80537f3-c366-4d87-bc66-89c30670bb39/Screenshot+2024-01-30+at+9.00.05+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/c80537f3-c366-4d87-bc66-89c30670bb39/Screenshot+2024-01-30+at+9.00.05+PM.png	(from https://www.macydyet.com/portfolio/illustration)
15:28:55	4494878/4494878	---M--	200	added ('OK')	image/png	etag:CIDXjoTXsYUDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/93c421e3-1baf-45a0-86d1-eef0d6bd3b9c/Screenshot+2024-04-08+at+12.05.13+AM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/93c421e3-1baf-45a0-86d1-eef0d6bd3b9c/Screenshot+2024-04-08+at+12.05.13+AM.png	(from https://www.macydyet.com/portfolio/illustration)
15:28:56	3312924/3312924	---M--	200	added ('OK')	image/png	etag:CPaCoMTJuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/c44cf932-67b8-45f7-a635-c55b2bfd1c09/Illustration+2024.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/c44cf932-67b8-45f7-a635-c55b2bfd1c09/Illustration+2024.png	(from https://www.macydyet.com/portfolio/illustration)
15:28:57	1275332/1275332	---M--	200	added ('OK')	image/jpeg	etag:COzEus/LuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/46af6a27-8dd3-4f04-b5cb-5186f434e400/IMG_3301.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/46af6a27-8dd3-4f04-b5cb-5186f434e400/IMG_3301.jpg	(from https://www.macydyet.com/portfolio/illustration)
15:28:57	1836876/1836876	---M--	200	added ('OK')	image/png	etag:CK+ausvKuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/2d2bdaf2-1c53-43b4-9c2c-26392822ea86/TwitchEmotePage.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/2d2bdaf2-1c53-43b4-9c2c-26392822ea86/TwitchEmotePage.png	(from https://www.macydyet.com/portfolio/illustration)
15:28:57	76449/76449	---M--	200	added ('OK')	image/jpeg	etag:CImCxMbJuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/6a01bab9-5cc3-480b-aa2d-d928d16c03d3/IMG_0245.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/6a01bab9-5cc3-480b-aa2d-d928d16c03d3/IMG_0245.jpg	(from https://www.macydyet.com/portfolio/illustration)
15:28:58	143471/143471	---M--	200	added ('OK')	image/jpeg	etag:CK3b1srLuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1708386479634-GGFME4ETF90L5DN6RNQZ/IMG_3290.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1708386479634-GGFME4ETF90L5DN6RNQZ/IMG_3290.jpg	(from https://www.macydyet.com/portfolio/illustration)
15:28:58	160876/160876	---M--	200	added ('OK')	image/jpeg	etag:CNTy0trLuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1708386510313-TGCUJIFW81J8YIMKQ7I8/IMG_0146.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/1708386510313-TGCUJIFW81J8YIMKQ7I8/IMG_0146.jpg	(from https://www.macydyet.com/portfolio/illustration)
15:29:00	0/0	---M--	301	error ('Moved%20Permanently')	image/gif	date:Tue,%2009%20Dec%202025%2002:28:59%20GMT	http://static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/65d3ec8edab2f102a660cb91/1708389273576/ezgif-1-e6cb282cfd.gif?format=1500w	C:/My%20Web%20Sites/macy/static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/65d3ec8edab2f102a660cb91/1708389273576/ezgif-1-e6cb282cfd26f7.gif	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:00	1567223/1567223	---M--	200	added ('OK')	image/png	etag:COGd+5bKuIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/2e34f962-886c-4e5a-b19f-fff4d171d461/Screenshot+2024-02-20+at+12.41.08+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/2e34f962-886c-4e5a-b19f-fff4d171d461/Screenshot+2024-02-20+at+12.41.08+PM.png	(from https://www.macydyet.com/portfolio/illustration)
15:29:00	243769/243769	---M--	200	added ('OK')	image/gif	etag:CLf23fnVuIQDEAE=	https://images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/1708389262819-YAUVJJLU5HCIC25FBGFI/ezgif-1-e6cb282cfd.gif?content-type=image%2Fgif	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/1708389262819-YAUVJJLU5HCIC25FBGFI/ezgif-1-e6cb282cfd6ab8.gif	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:03	2431868/2431868	---M--	200	added ('OK')	image/png	etag:CLn22u+MuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/c7417d39-e9e1-461a-965c-5ca95b834626/Screenshot+2024-02-20+at+5.35.57+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/c7417d39-e9e1-461a-965c-5ca95b834626/Screenshot+2024-02-20+at+5.35.57+PM.png	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:03	3182190/3182190	---M--	200	added ('OK')	image/png	etag:CJ3h3OiMuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/ca084be2-8cf2-444e-aea3-3f645cd3e3a9/Screenshot+2024-02-20+at+5.36.57+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/ca084be2-8cf2-444e-aea3-3f645cd3e3a9/Screenshot+2024-02-20+at+5.36.57+PM.png	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:03	6632590/6632590	---M--	200	added ('OK')	image/png	etag:CLKZu9eMuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/cb6a0a8e-051f-4367-aaab-49a63a54e12d/Screenshot+2024-02-20+at+12.53.48+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/cb6a0a8e-051f-4367-aaab-49a63a54e12d/Screenshot+2024-02-20+at+12.53.48+PM.png	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:03	612252/612252	---M--	200	added ('OK')	image/png	etag:CLKRv6+MuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/5059bf39-9ed7-47b5-87b9-6bb6fbf902bd/Screenshot+2024-02-20+at+5.37.12+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/5059bf39-9ed7-47b5-87b9-6bb6fbf902bd/Screenshot+2024-02-20+at+5.37.12+PM.png	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:04	932878/932878	---M--	200	added ('OK')	image/png	etag:CMX59NyMuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/d92b7ae8-ee3e-4371-b164-336cb175da7d/Screenshot+2024-02-20+at+5.36.38+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/d92b7ae8-ee3e-4371-b164-336cb175da7d/Screenshot+2024-02-20+at+5.36.38+PM.png	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:05	907071/907071	---M--	200	added ('OK')	image/png	etag:CKKR0cyNuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/780f34b1-27ba-4d61-b1f8-93d73ff8b876/Screenshot+2024-02-20+at+5.35.25+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/780f34b1-27ba-4d61-b1f8-93d73ff8b876/Screenshot+2024-02-20+at+5.35.25+PM.png	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:06	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2009%20Dec%202025%2002:29:05%20GMT	http://static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/65cec5aaa6b7342ed61ab016/1708400466784/concept+1.jpg?format=1500w	C:/My%20Web%20Sites/macy/static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/65cec5aaa6b7342ed61ab016/1708400466784/concept+1.d826f7.delayed	(from https://www.macydyet.com/portfolio/product-design)
15:29:06	243769/243769	---M--	200	added ('OK')	image/gif	etag:CObJybmNuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/efb63106-2e6e-4c8d-9116-67871cd64aed/ezgif-1-e6cb282cfd.gif	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/efb63106-2e6e-4c8d-9116-67871cd64aed/ezgif-1-e6cb282cfd.gif	(from https://www.macydyet.com/portfolio/avery-brand-identity)
15:29:07	67819/67819	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Dec%202025%2002:29:06%20GMT	https://images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/1708400441794-GH7KVBDGST492XZM1VEX/concept+1.jpg?format=1500w&content-type=image%2Fjpeg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/1708400441794-GH7KVBDGST492XZM1VEX/concept+143a3.jpg	(from https://www.macydyet.com/portfolio/product-design)
15:29:07	151046/151046	---M--	200	added ('OK')	image/jpeg	etag:CL7Vqej/uIQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/0518be71-ff29-4eab-b2d6-765dfcd54edc/concept+1.jpg	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/0518be71-ff29-4eab-b2d6-765dfcd54edc/concept+1.jpg	(from https://www.macydyet.com/portfolio/product-design)
15:29:09	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2009%20Dec%202025%2002:29:09%20GMT	http://static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/681199d68eddd01b95063f1e/1746009392765/called_globe+v3.png?format=1500w	C:/My%20Web%20Sites/macy/static1.squarespace.com/static/65b8934abc2f332b3c970c65/65cec5aaa6b7342ed61aafb6/681199d68eddd01b95063f1e/1746009392765/called_globe+v326f7.png	(from https://www.macydyet.com/portfolio/ec25)
15:29:10	3371887/3371887	---M--	200	added ('OK')	image/png	etag:CMrku7GAuYQDEAE=	https://images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/2b21985e-dfa3-4a8f-be35-1e1abb94b352/Screenshot+2024-02-20+at+4.43.29+PM.png	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/v1/65b8934abc2f332b3c970c65/2b21985e-dfa3-4a8f-be35-1e1abb94b352/Screenshot+2024-02-20+at+4.43.29+PM.png	(from https://www.macydyet.com/portfolio/product-design)
15:29:10	124855/124855	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Dec%202025%2002:29:10%20GMT	https://images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/55340259-8766-49c3-9afb-ab47fb666bfd/called_globe+v3.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/macy/images.squarespace-cdn.com/content/65b8934abc2f332b3c970c65/55340259-8766-49c3-9afb-ab47fb666bfd/called_globe+v32acd.png	(from https://www.macydyet.com/portfolio/ec25)
